Run,Light_Level,Light_Value,Date,Start.time,Stop.time
1,1,66,20220504,12:02,13:38
1,2,178,20220504,13:42,13:53
1,3,268.5,20220504,13:54,14:06
1,4,354,20220504,14:08,14:18
1,5,435,20220504,14:20,14:28
1,6,494,20220504,14:38,14:45
1,7,560.5,20220504,14:46,14:54
1,8,643,20220504,14:56,15:16
1,9,663.5,20220504,15:18,15:28
1,10,718.5,20220504,15:30,15:39
1,11,755,20220504,15:40,15:55
1,12,809,20220504,15:57,16:08
