type,tident,ident,Latitude,Longitude,y_proj,x_proj,comment,new_trk,new_seg,display,color,altitude,depth,temp,time,model,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02785549,-149.5616803,-17.02785549,-149.5616803,,FALSE,FALSE,,,-8.34,,,2022/05/19 01:12:30+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02787485,-149.5617158,-17.02787485,-149.5617158,,FALSE,FALSE,,,-7.51,,,2022/05/19 01:12:59+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02794191,-149.5618213,-17.02794191,-149.5618213,,FALSE,FALSE,,,-7.49,,,2022/05/19 01:13:33+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02808096,-149.5617689,-17.02808096,-149.5617689,,FALSE,FALSE,,,-7.16,,,2022/05/19 01:14:07+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02813821,-149.5616791,-17.02813821,-149.5616791,,FALSE,FALSE,,,-7.63,,,2022/05/19 01:14:41+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02814223,-149.5616118,-17.02814223,-149.5616118,,FALSE,FALSE,,,-7.98,,,2022/05/19 01:15:20+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02815145,-149.5615056,-17.02815145,-149.5615056,,FALSE,FALSE,,,-8.26,,,2022/05/19 01:15:49+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02832647,-149.5614639,-17.02832647,-149.5614639,,FALSE,FALSE,,,-9.68,,,2022/05/19 01:16:26+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.0285076,-149.5614196,-17.0285076,-149.5614196,,FALSE,FALSE,,,-9.73,,,2022/05/19 01:17:00+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02862184,-149.5614853,-17.02862184,-149.5614853,,FALSE,FALSE,,,-9.5,,,2022/05/19 01:17:30+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.0287956,-149.5615177,-17.0287956,-149.5615177,,FALSE,FALSE,,,-8.91,,,2022/05/19 01:18:03+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02886023,-149.5615177,-17.02886023,-149.5615177,,FALSE,FALSE,,,-8.47,,,2022/05/19 01:18:33+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02890775,-149.5615311,-17.02890775,-149.5615311,,FALSE,FALSE,,,-7.3,,,2022/05/19 01:19:20+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02891722,-149.5615262,-17.02891722,-149.5615262,,FALSE,FALSE,,,-7.43,,,2022/05/19 01:20:01+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02890641,-149.5615383,-17.02890641,-149.5615383,,FALSE,FALSE,,,-6.46,,,2022/05/19 01:20:33+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02890214,-149.5615319,-17.02890214,-149.5615319,,FALSE,FALSE,,,-5.57,,,2022/05/19 01:21:03+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02888445,-149.5615395,-17.02888445,-149.5615395,,FALSE,FALSE,,,-5.96,,,2022/05/19 01:21:38+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02889124,-149.5615208,-17.02889124,-149.5615208,,FALSE,FALSE,,,-6.51,,,2022/05/19 01:22:05+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02893776,-149.5615405,-17.02893776,-149.5615405,,FALSE,FALSE,,,-6.3,,,2022/05/19 01:22:45+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02895754,-149.5615912,-17.02895754,-149.5615912,,FALSE,FALSE,,,-6.35,,,2022/05/19 01:23:20+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02897598,-149.5616951,-17.02897598,-149.5616951,,FALSE,FALSE,,,-5.39,,,2022/05/19 01:24:02+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.0289707,-149.5617533,-17.0289707,-149.5617533,,FALSE,FALSE,,,-5.58,,,2022/05/19 01:24:33+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02898327,-149.5618278,-17.02898327,-149.5618278,,FALSE,FALSE,,,-5.82,,,2022/05/19 01:25:07+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02897196,-149.5619706,-17.02897196,-149.5619706,,FALSE,FALSE,,,-6.16,,,2022/05/19 01:25:48+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02898176,-149.5620401,-17.02898176,-149.5620401,,FALSE,FALSE,,,-6.14,,,2022/05/19 01:26:23+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02898906,-149.5620277,-17.02898906,-149.5620277,,FALSE,FALSE,,,-6.73,,,2022/05/19 01:26:54+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02898034,-149.5619677,-17.02898034,-149.5619677,,FALSE,FALSE,,,-7.33,,,2022/05/19 01:27:19+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02895016,-149.561958,-17.02895016,-149.561958,,FALSE,FALSE,,,-6.83,,,2022/05/19 01:27:38+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02893524,-149.561893,-17.02893524,-149.561893,,FALSE,FALSE,,,-7.53,,,2022/05/19 01:28:04+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02894589,-149.5618924,-17.02894589,-149.5618924,,FALSE,FALSE,,,-7.84,,,2022/05/19 01:28:41+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02893994,-149.5618922,-17.02893994,-149.5618922,,FALSE,FALSE,,,-8.07,,,2022/05/19 01:29:23+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02892602,-149.5618852,-17.02892602,-149.5618852,,FALSE,FALSE,,,-8.32,,,2022/05/19 01:29:52+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02889233,-149.5618419,-17.02889233,-149.5618419,,FALSE,FALSE,,,-8.74,,,2022/05/19 01:30:24+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02883399,-149.5617769,-17.02883399,-149.5617769,,FALSE,FALSE,,,-9.35,,,2022/05/19 01:30:49+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02874799,-149.5617647,-17.02874799,-149.5617647,,FALSE,FALSE,,,-9.05,,,2022/05/19 01:31:14+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02875135,-149.5617698,-17.02875135,-149.5617698,,FALSE,FALSE,,,-9.02,,,2022/05/19 01:31:36+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02877096,-149.5617894,-17.02877096,-149.5617894,,FALSE,FALSE,,,-9.18,,,2022/05/19 01:32:12+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02876702,-149.561799,-17.02876702,-149.561799,,FALSE,FALSE,,,-9.17,,,2022/05/19 01:32:54+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02874858,-149.5617996,-17.02874858,-149.5617996,,FALSE,FALSE,,,-9.24,,,2022/05/19 01:33:30+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02877096,-149.5618085,-17.02877096,-149.5618085,,FALSE,FALSE,,,-9.37,,,2022/05/19 01:34:01+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02876568,-149.5618067,-17.02876568,-149.5618067,,FALSE,FALSE,,,-9.4,,,2022/05/19 01:34:41+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02874657,-149.5617864,-17.02874657,-149.5617864,,FALSE,FALSE,,,-9.15,,,2022/05/19 01:35:17+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02874774,-149.5617962,-17.02874774,-149.5617962,,FALSE,FALSE,,,-9.3,,,2022/05/19 01:35:54+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02869368,-149.5618406,-17.02869368,-149.5618406,,FALSE,FALSE,,,-9.39,,,2022/05/19 01:36:25+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02860139,-149.5619872,-17.02860139,-149.5619872,,FALSE,FALSE,,,-8.47,,,2022/05/19 01:37:13+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02853652,-149.5620722,-17.02853652,-149.5620722,,FALSE,FALSE,,,-7.9,,,2022/05/19 01:37:44+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02848748,-149.5622033,-17.02848748,-149.5622033,,FALSE,FALSE,,,-6.97,,,2022/05/19 01:38:18+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02839025,-149.5623022,-17.02839025,-149.5623022,,FALSE,FALSE,,,-6.61,,,2022/05/19 01:38:58+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.0283315,-149.5623895,-17.0283315,-149.5623895,,FALSE,FALSE,,,-6.38,,,2022/05/19 01:39:30+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02829093,-149.5624956,-17.02829093,-149.5624956,,FALSE,FALSE,,,-6.38,,,2022/05/19 01:39:55+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02823862,-149.5626133,-17.02823862,-149.5626133,,FALSE,FALSE,,,-6.2,,,2022/05/19 01:40:24+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02818884,-149.5627176,-17.02818884,-149.5627176,,FALSE,FALSE,,,-6.27,,,2022/05/19 01:40:56+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02817325,-149.5628636,-17.02817325,-149.5628636,,FALSE,FALSE,,,-6.3,,,2022/05/19 01:41:34+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02814483,-149.5629487,-17.02814483,-149.5629487,,FALSE,FALSE,,,-6.19,,,2022/05/19 01:42:00+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02806177,-149.5630539,-17.02806177,-149.5630539,,FALSE,FALSE,,,-6.2,,,2022/05/19 01:42:30+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02800041,-149.5631093,-17.02800041,-149.5631093,,FALSE,FALSE,,,-6.23,,,2022/05/19 01:42:55+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02793553,-149.5631425,-17.02793553,-149.5631425,,FALSE,FALSE,,,-6.48,,,2022/05/19 01:43:15+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02788784,-149.5632023,-17.02788784,-149.5632023,,FALSE,FALSE,,,-6.76,,,2022/05/19 01:43:44+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02780285,-149.5633114,-17.02780285,-149.5633114,,FALSE,FALSE,,,-7.55,,,2022/05/19 01:44:23+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02771626,-149.5633836,-17.02771626,-149.5633836,,FALSE,FALSE,,,-8,,,2022/05/19 01:44:49+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02764971,-149.5634129,-17.02764971,-149.5634129,,FALSE,FALSE,,,-8.75,,,2022/05/19 01:45:23+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02764971,-149.5634051,-17.02764971,-149.5634051,,FALSE,FALSE,,,-8.29,,,2022/05/19 01:45:52+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02763571,-149.5633994,-17.02763571,-149.5633994,,FALSE,FALSE,,,-7.99,,,2022/05/19 01:46:16+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02760495,-149.5633782,-17.02760495,-149.5633782,,FALSE,FALSE,,,-7.74,,,2022/05/19 01:46:45+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02751401,-149.5632914,-17.02751401,-149.5632914,,FALSE,FALSE,,,-8.22,,,2022/05/19 01:47:10+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02741636,-149.5632512,-17.02741636,-149.5632512,,FALSE,FALSE,,,-8.23,,,2022/05/19 01:47:34+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02735953,-149.563189,-17.02735953,-149.563189,,FALSE,FALSE,,,-8.19,,,2022/05/19 01:47:55+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02728242,-149.5631981,-17.02728242,-149.5631981,,FALSE,FALSE,,,-7.25,,,2022/05/19 01:48:17+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02719835,-149.5633093,-17.02719835,-149.5633093,,FALSE,FALSE,,,-6.5,,,2022/05/19 01:48:42+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02712718,-149.5633745,-17.02712718,-149.5633745,,FALSE,FALSE,,,-6.21,,,2022/05/19 01:49:06+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02700472,-149.5634439,-17.02700472,-149.5634439,,FALSE,FALSE,,,-6.26,,,2022/05/19 01:49:40+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02692107,-149.5635289,-17.02692107,-149.5635289,,FALSE,FALSE,,,-5.94,,,2022/05/19 01:50:04+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02683474,-149.5636278,-17.02683474,-149.5636278,,FALSE,FALSE,,,-5.76,,,2022/05/19 01:50:33+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02673877,-149.5636604,-17.02673877,-149.5636604,,FALSE,FALSE,,,-5.78,,,2022/05/19 01:50:57+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02664162,-149.5637121,-17.02664162,-149.5637121,,FALSE,FALSE,,,-5.47,,,2022/05/19 01:51:20+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02657163,-149.5637986,-17.02657163,-149.5637986,,FALSE,FALSE,,,-5.23,,,2022/05/19 01:51:44+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02647407,-149.5638832,-17.02647407,-149.5638832,,FALSE,FALSE,,,-5.3,,,2022/05/19 01:52:11+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02635773,-149.5639583,-17.02635773,-149.5639583,,FALSE,FALSE,,,-6.01,,,2022/05/19 01:52:42+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02622102,-149.564047,-17.02622102,-149.564047,,FALSE,FALSE,,,-6.58,,,2022/05/19 01:53:14+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02608347,-149.5641867,-17.02608347,-149.5641867,,FALSE,FALSE,,,-6.64,,,2022/05/19 01:53:44+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02594257,-149.5642859,-17.02594257,-149.5642859,,FALSE,FALSE,,,-7.33,,,2022/05/19 01:54:16+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02581399,-149.5643629,-17.02581399,-149.5643629,,FALSE,FALSE,,,-2.68,,,2022/05/19 01:54:49+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02567971,-149.5644286,-17.02567971,-149.5644286,,FALSE,FALSE,,,-4.26,,,2022/05/19 01:55:18+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02561031,-149.5645823,-17.02561031,-149.5645823,,FALSE,FALSE,,,-4.11,,,2022/05/19 01:55:48+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02558676,-149.5647165,-17.02558676,-149.5647165,,FALSE,FALSE,,,-4.23,,,2022/05/19 01:56:18+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02553923,-149.5647882,-17.02553923,-149.5647882,,FALSE,FALSE,,,-3.74,,,2022/05/19 01:56:51+00,garmin GPSMAP 64 Software Version 660,,,
TRACK,Current Track: 03 MAR 2020 10:17,T1,-17.02543815,-149.5648907,-17.02543815,-149.5648907,,FALSE,FALSE,,,-3.86,,,2022/05/19 01:57:20+00,garmin GPSMAP 64 Software Version 660,,,
