type,tident,ident,Latitude,Longitude,y_proj,x_proj,comment,new_trk,new_seg,display,color,altitude,depth,temp,time,model,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.47956337,-149.8077814,-17.47956337,-149.8077814,,FALSE,FALSE,,,12.63,,,2022/05/12 22:06:34+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4797601,-149.8079504,-17.4797601,-149.8079504,,FALSE,FALSE,,,12.39,,,2022/05/12 22:06:49+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.47995397,-149.8082497,-17.47995397,-149.8082497,,FALSE,FALSE,,,12.47,,,2022/05/12 22:07:04+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.47996629,-149.8086702,-17.47996629,-149.8086702,,FALSE,FALSE,,,13.06,,,2022/05/12 22:07:19+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.47995858,-149.8091633,-17.47995858,-149.8091633,,FALSE,FALSE,,,14.47,,,2022/05/12 22:07:30+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48034029,-149.8098001,-17.48034029,-149.8098001,,FALSE,FALSE,,,15.94,,,2022/05/12 22:07:40+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48097899,-149.8108009,-17.48097899,-149.8108009,,FALSE,FALSE,,,11.54,,,2022/05/12 22:07:55+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48137026,-149.8119106,-17.48137026,-149.8119106,,FALSE,FALSE,,,13.34,,,2022/05/12 22:08:10+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48157092,-149.8130763,-17.48157092,-149.8130763,,FALSE,FALSE,,,14.7,,,2022/05/12 22:08:25+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48168525,-149.8143157,-17.48168525,-149.8143157,,FALSE,FALSE,,,16.69,,,2022/05/12 22:08:41+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48180059,-149.8155546,-17.48180059,-149.8155546,,FALSE,FALSE,,,16.91,,,2022/05/12 22:08:57+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48190369,-149.816073,-17.48190369,-149.816073,,FALSE,FALSE,,,16.65,,,2022/05/12 22:09:04+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48234021,-149.8169636,-17.48234021,-149.8169636,,FALSE,FALSE,,,13.77,,,2022/05/12 22:09:17+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48317178,-149.818046,-17.48317178,-149.818046,,FALSE,FALSE,,,14.15,,,2022/05/12 22:09:35+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48417049,-149.8192999,-17.48417049,-149.8192999,,FALSE,FALSE,,,15.16,,,2022/05/12 22:09:56+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48480877,-149.8201815,-17.48480877,-149.8201815,,FALSE,FALSE,,,15.8,,,2022/05/12 22:10:10+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48579876,-149.8213622,-17.48579876,-149.8213622,,FALSE,FALSE,,,15.62,,,2022/05/12 22:10:30+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48691791,-149.8223595,-17.48691791,-149.8223595,,FALSE,FALSE,,,15.68,,,2022/05/12 22:10:50+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.48808609,-149.8231417,-17.48808609,-149.8231417,,FALSE,FALSE,,,13.73,,,2022/05/12 22:11:09+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4890501,-149.8238021,-17.4890501,-149.8238021,,FALSE,FALSE,,,13.57,,,2022/05/12 22:11:25+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49000949,-149.824561,-17.49000949,-149.824561,,FALSE,FALSE,,,14.67,,,2022/05/12 22:11:42+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49076629,-149.8253622,-17.49076629,-149.8253622,,FALSE,FALSE,,,16.47,,,2022/05/12 22:11:59+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.490932,-149.8257115,-17.490932,-149.8257115,,FALSE,FALSE,,,16.75,,,2022/05/12 22:12:13+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49095681,-149.8260343,-17.49095681,-149.8260343,,FALSE,FALSE,,,15.48,,,2022/05/12 22:12:30+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49088841,-149.8261475,-17.49088841,-149.8261475,,FALSE,FALSE,,,15.49,,,2022/05/12 22:12:47+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49086335,-149.8261165,-17.49086335,-149.8261165,,FALSE,FALSE,,,13.63,,,2022/05/12 22:13:07+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49086578,-149.8261107,-17.49086578,-149.8261107,,FALSE,FALSE,,,12.02,,,2022/05/12 22:13:34+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49085841,-149.8261195,-17.49085841,-149.8261195,,FALSE,FALSE,,,11.17,,,2022/05/12 22:13:58+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49085975,-149.8261173,-17.49085975,-149.8261173,,FALSE,FALSE,,,11.58,,,2022/05/12 22:14:32+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49085665,-149.8261093,-17.49085665,-149.8261093,,FALSE,FALSE,,,11.11,,,2022/05/12 22:15:12+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49084466,-149.8261081,-17.49084466,-149.8261081,,FALSE,FALSE,,,11.16,,,2022/05/12 22:15:44+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4908538,-149.8261081,-17.4908538,-149.8261081,,FALSE,FALSE,,,11.09,,,2022/05/12 22:16:23+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49085086,-149.8261013,-17.49085086,-149.8261013,,FALSE,FALSE,,,11.16,,,2022/05/12 22:17:10+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49084952,-149.8260995,-17.49084952,-149.8260995,,FALSE,FALSE,,,11.89,,,2022/05/12 22:17:55+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49085204,-149.8260936,-17.49085204,-149.8260936,,FALSE,FALSE,,,11.88,,,2022/05/12 22:18:33+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4908512,-149.8261138,-17.4908512,-149.8261138,,FALSE,FALSE,,,10.1,,,2022/05/12 22:19:05+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49083326,-149.8261409,-17.49083326,-149.8261409,,FALSE,FALSE,,,9.47,,,2022/05/12 22:19:09+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49081449,-149.826142,-17.49081449,-149.826142,,FALSE,FALSE,,,9.53,,,2022/05/12 22:19:11+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49072924,-149.8262729,-17.49072924,-149.8262729,,FALSE,FALSE,,,8.04,,,2022/05/12 22:19:24+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49073427,-149.8262704,-17.49073427,-149.8262704,,FALSE,FALSE,,,7.85,,,2022/05/12 22:19:55+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071994,-149.8262822,-17.49071994,-149.8262822,,FALSE,FALSE,,,8.31,,,2022/05/12 22:20:25+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4906725,-149.8262852,-17.4906725,-149.8262852,,FALSE,FALSE,,,8.93,,,2022/05/12 22:20:57+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070066,-149.8263098,-17.49070066,-149.8263098,,FALSE,FALSE,,,9.75,,,2022/05/12 22:21:33+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070292,-149.8262838,-17.49070292,-149.8262838,,FALSE,FALSE,,,9.38,,,2022/05/12 22:22:12+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49072103,-149.8263189,-17.49072103,-149.8263189,,FALSE,FALSE,,,9.79,,,2022/05/12 22:22:44+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071114,-149.8262911,-17.49071114,-149.8262911,,FALSE,FALSE,,,10.14,,,2022/05/12 22:23:14+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071214,-149.8263138,-17.49071214,-149.8263138,,FALSE,FALSE,,,9.99,,,2022/05/12 22:23:47+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071893,-149.8262964,-17.49071893,-149.8262964,,FALSE,FALSE,,,9.77,,,2022/05/12 22:24:13+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070502,-149.8262625,-17.49070502,-149.8262625,,FALSE,FALSE,,,9.64,,,2022/05/12 22:24:46+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4906994,-149.8262368,-17.4906994,-149.8262368,,FALSE,FALSE,,,9.12,,,2022/05/12 22:25:20+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070577,-149.826275,-17.49070577,-149.826275,,FALSE,FALSE,,,9.29,,,2022/05/12 22:25:53+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071558,-149.8263098,-17.49071558,-149.8263098,,FALSE,FALSE,,,9.33,,,2022/05/12 22:26:27+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070108,-149.8262944,-17.49070108,-149.8262944,,FALSE,FALSE,,,9.47,,,2022/05/12 22:27:01+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071583,-149.8262923,-17.49071583,-149.8262923,,FALSE,FALSE,,,9.35,,,2022/05/12 22:27:34+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071416,-149.826317,-17.49071416,-149.826317,,FALSE,FALSE,,,10.18,,,2022/05/12 22:28:09+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071307,-149.8262886,-17.49071307,-149.8262886,,FALSE,FALSE,,,11.5,,,2022/05/12 22:28:40+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071223,-149.8262698,-17.49071223,-149.8262698,,FALSE,FALSE,,,11.95,,,2022/05/12 22:29:12+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49074441,-149.8263345,-17.49074441,-149.8263345,,FALSE,FALSE,,,12.06,,,2022/05/12 22:29:42+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071692,-149.8263,-17.49071692,-149.8263,,FALSE,FALSE,,,10.82,,,2022/05/12 22:30:13+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49072597,-149.8262988,-17.49072597,-149.8262988,,FALSE,FALSE,,,10.12,,,2022/05/12 22:30:45+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49072103,-149.8263129,-17.49072103,-149.8263129,,FALSE,FALSE,,,10.9,,,2022/05/12 22:31:15+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071726,-149.8262838,-17.49071726,-149.8262838,,FALSE,FALSE,,,10.27,,,2022/05/12 22:31:46+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070074,-149.8262853,-17.49070074,-149.8262853,,FALSE,FALSE,,,10.12,,,2022/05/12 22:32:16+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071365,-149.8263192,-17.49071365,-149.8263192,,FALSE,FALSE,,,10.21,,,2022/05/12 22:32:44+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49072178,-149.8263179,-17.49072178,-149.8263179,,FALSE,FALSE,,,10.76,,,2022/05/12 22:33:19+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49072329,-149.8262816,-17.49072329,-149.8262816,,FALSE,FALSE,,,10.68,,,2022/05/12 22:33:49+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071181,-149.8262796,-17.49071181,-149.8262796,,FALSE,FALSE,,,10.77,,,2022/05/12 22:34:21+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071633,-149.8262739,-17.49071633,-149.8262739,,FALSE,FALSE,,,10.28,,,2022/05/12 22:34:53+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49069287,-149.8262661,-17.49069287,-149.8262661,,FALSE,FALSE,,,10.1,,,2022/05/12 22:35:22+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49072388,-149.8262806,-17.49072388,-149.8262806,,FALSE,FALSE,,,9.95,,,2022/05/12 22:35:52+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071768,-149.8262845,-17.49071768,-149.8262845,,FALSE,FALSE,,,8.58,,,2022/05/12 22:36:24+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49069035,-149.826265,-17.49069035,-149.826265,,FALSE,FALSE,,,7.37,,,2022/05/12 22:36:55+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49068775,-149.8262458,-17.49068775,-149.8262458,,FALSE,FALSE,,,7.4,,,2022/05/12 22:37:26+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49069412,-149.8262502,-17.49069412,-149.8262502,,FALSE,FALSE,,,7.38,,,2022/05/12 22:37:56+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070116,-149.8262529,-17.49070116,-149.8262529,,FALSE,FALSE,,,7.17,,,2022/05/12 22:38:29+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070276,-149.8262446,-17.49070276,-149.8262446,,FALSE,FALSE,,,6.86,,,2022/05/12 22:39:05+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070452,-149.8262292,-17.49070452,-149.8262292,,FALSE,FALSE,,,6.44,,,2022/05/12 22:39:32+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49072229,-149.8262252,-17.49072229,-149.8262252,,FALSE,FALSE,,,5.83,,,2022/05/12 22:39:55+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49071357,-149.8262526,-17.49071357,-149.8262526,,FALSE,FALSE,,,5.35,,,2022/05/12 22:40:25+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070678,-149.8262561,-17.49070678,-149.8262561,,FALSE,FALSE,,,5.82,,,2022/05/12 22:40:51+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070292,-149.8263122,-17.49070292,-149.8263122,,FALSE,FALSE,,,6.21,,,2022/05/12 22:41:14+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49069798,-149.8263827,-17.49069798,-149.8263827,,FALSE,FALSE,,,6.47,,,2022/05/12 22:41:19+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49067283,-149.8265526,-17.49067283,-149.8265526,,FALSE,FALSE,,,7.71,,,2022/05/12 22:41:33+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49069856,-149.8266344,-17.49069856,-149.8266344,,FALSE,FALSE,,,8.12,,,2022/05/12 22:41:40+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49061265,-149.8267069,-17.49061265,-149.8267069,,FALSE,FALSE,,,6.73,,,2022/05/12 22:41:51+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49055708,-149.8267389,-17.49055708,-149.8267389,,FALSE,FALSE,,,6.24,,,2022/05/12 22:42:01+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49059631,-149.8267112,-17.49059631,-149.8267112,,FALSE,FALSE,,,18.84,,,2022/05/12 22:50:45+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49058985,-149.8267232,-17.49058985,-149.8267232,,FALSE,FALSE,,,14.88,,,2022/05/12 22:51:34+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49051961,-149.8268502,-17.49051961,-149.8268502,,FALSE,FALSE,,,6.36,,,2022/05/12 23:17:08+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49050226,-149.8268277,-17.49050226,-149.8268277,,FALSE,FALSE,,,6.56,,,2022/05/12 23:17:30+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49047603,-149.8268286,-17.49047603,-149.8268286,,FALSE,FALSE,,,6.05,,,2022/05/12 23:17:48+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49046111,-149.8268302,-17.49046111,-149.8268302,,FALSE,FALSE,,,5.56,,,2022/05/12 23:18:05+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49045759,-149.8268197,-17.49045759,-149.8268197,,FALSE,FALSE,,,6.43,,,2022/05/12 23:18:29+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49060578,-149.8267955,-17.49060578,-149.8267955,,FALSE,FALSE,,,11.92,,,2022/05/12 23:21:09+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49062195,-149.8268323,-17.49062195,-149.8268323,,FALSE,FALSE,,,12.28,,,2022/05/12 23:21:28+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49059438,-149.8268284,-17.49059438,-149.8268284,,FALSE,FALSE,,,11.52,,,2022/05/12 23:21:49+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49066001,-149.8268299,-17.49066001,-149.8268299,,FALSE,FALSE,,,13.54,,,2022/05/12 23:43:05+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49058289,-149.8269032,-17.49058289,-149.8269032,,FALSE,FALSE,,,0.02,,,2022/05/13 01:35:22+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49057074,-149.8269207,-17.49057074,-149.8269207,,FALSE,FALSE,,,-0.47,,,2022/05/13 01:35:38+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49056261,-149.8269143,-17.49056261,-149.8269143,,FALSE,FALSE,,,-0.12,,,2022/05/13 01:35:57+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49058449,-149.8268929,-17.49058449,-149.8268929,,FALSE,FALSE,,,0.18,,,2022/05/13 01:36:16+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49058549,-149.8268823,-17.49058549,-149.8268823,,FALSE,FALSE,,,1.23,,,2022/05/13 01:36:33+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49056605,-149.8268348,-17.49056605,-149.8268348,,FALSE,FALSE,,,4.37,,,2022/05/13 01:37:15+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49052933,-149.8267607,-17.49052933,-149.8267607,,FALSE,FALSE,,,4.75,,,2022/05/13 01:37:36+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49051148,-149.8267914,-17.49051148,-149.8267914,,FALSE,FALSE,,,5.46,,,2022/05/13 01:37:52+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49054057,-149.8268182,-17.49054057,-149.8268182,,FALSE,FALSE,,,6.53,,,2022/05/13 01:38:10+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49058482,-149.8268533,-17.49058482,-149.8268533,,FALSE,FALSE,,,5.17,,,2022/05/13 01:38:25+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49061458,-149.8268639,-17.49061458,-149.8268639,,FALSE,FALSE,,,5.24,,,2022/05/13 01:38:45+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4906305,-149.8268765,-17.4906305,-149.8268765,,FALSE,FALSE,,,10.28,,,2022/05/13 01:52:12+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4906041,-149.8268256,-17.4906041,-149.8268256,,FALSE,FALSE,,,7.63,,,2022/05/13 01:55:42+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49059572,-149.8268038,-17.49059572,-149.8268038,,FALSE,FALSE,,,8.62,,,2022/05/13 01:55:56+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49057988,-149.8268046,-17.49057988,-149.8268046,,FALSE,FALSE,,,7.69,,,2022/05/13 01:56:08+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49059362,-149.8267996,-17.49059362,-149.8267996,,FALSE,FALSE,,,8.02,,,2022/05/13 01:56:25+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49060075,-149.8267999,-17.49060075,-149.8267999,,FALSE,FALSE,,,14.51,,,2022/05/13 01:56:48+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49057309,-149.8268317,-17.49057309,-149.8268317,,FALSE,FALSE,,,18.3,,,2022/05/13 01:57:45+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.490702,-149.8268048,-17.490702,-149.8268048,,FALSE,FALSE,,,16.39,,,2022/05/13 02:01:59+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49068289,-149.8267986,-17.49068289,-149.8267986,,FALSE,FALSE,,,15.01,,,2022/05/13 02:02:15+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49069605,-149.8268063,-17.49069605,-149.8268063,,FALSE,FALSE,,,14.5,,,2022/05/13 02:02:32+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49069513,-149.8267875,-17.49069513,-149.8267875,,FALSE,FALSE,,,14.82,,,2022/05/13 02:02:51+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49070024,-149.8267945,-17.49070024,-149.8267945,,FALSE,FALSE,,,14.16,,,2022/05/13 02:03:06+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.4906761,-149.8267914,-17.4906761,-149.8267914,,FALSE,FALSE,,,13.98,,,2022/05/13 02:03:26+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49063419,-149.8267807,-17.49063419,-149.8267807,,FALSE,FALSE,,,15.43,,,2022/05/13 02:03:53+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49060008,-149.8268007,-17.49060008,-149.8268007,,FALSE,FALSE,,,13.02,,,2022/05/13 02:05:01+00,garmin GPSMAP 64 Software Version 470,,,
TRACK,Current Track: 12 JAN 2020 07:25,T8726,-17.49059513,-149.8267348,-17.49059513,-149.8267348,,FALSE,FALSE,,,14.87,,,2022/05/13 02:07:44+00,garmin GPSMAP 64 Software Version 470,,,
