fragment_ID,surface.area.cm2
PI,35.11669693279245
POC-141-22,59.5335731207514
POC-141-22,53.800614921032604
POC-141-25,44.23417262391146
POC-141-25,75.90358629344227
POC-141-28,31.31774872815948
POC-141-28,62.987162397690355
POC-141-30,81.2566496726978
POC-141-30,39.91718602773767
POC-141-32,92.44627892998031
POC-141-32,37.29245817726406
POC-141-36,123.70126188627854
POC-141-36,92.92978142875175
POC-142-22,47.722297793619845
POC-142-22,67.23507720832534
POC-142-25,26.86261856090815
POC-142-25,139.760452024045
POC-142-28,39.3991476361968
POC-142-28,19.264722151642296
POC-142-30,117.48480118778818
POC-142-30,32.14661015462488
POC-142-32,116.72501154686165
POC-142-32,67.47682845771118
POC-142-36,34.49505086294346
POC-142-36,101.70189819217693
POC-143-22,70.96495362741945
POC-143-22,84.88291841348381
POC-143-25,22.752847321350714
POC-143-25,39.60636299281322
POC-143-28,46.375397975613694
POC-143-28,51.901140818716144
POC-143-30,27.242513381371413
POC-143-30,46.06457494068911
POC-143-32,45.960967262381004
POC-143-32,55.8727684871961
POC-143-36,36.70534800018438
POC-143-36,61.91654972183929
POC-144-22,49.449092432089444
POC-144-22,82.32726234854898
POC-144-25,99.97510355370738
POC-144-25,34.5295867557128
POC-144-28,32.73372033170449
POC-144-28,21.16419625395875
POC-144-30,89.44165625904337
POC-144-30,40.435224419278555
POC-144-32,38.12131960372939
POC-144-32,67.54590024324992
POC-144-36,78.80460128607116
POC-144-36,59.67171669182888
POC-149-22,95.72718874307247
POC-149-25,79.49531914145896
POC-149-28,79.35717557038136
POC-149-30,59.08460651474927
POC-149-32,38.052247818190594
POC-149-36,53.55886367164682
POC-150-22,110.6121585266796
POC-150-25,96.76326552615397
POC-150-28,75.52369147297901
POC-150-30,130.02133026307683
POC-150-32,59.42996544244322
POC-150-36,83.70869805932445
POC-151-22,154.67995770042143
POC-151-25,118.58994975640856
POC-151-28,117.17397815286365
POC-151-30,152.2969810993339
POC-151-32,45.44292887084012
POC-151-36,117.89923190102088
POC-152-22,37.46513764111097
POC-152-25,72.00103041050119
